season,episode,number_line,timecode_in,timecode_out,text
1,13,340,00:26:53:11,00:26:56:10,"I will send our people to Cheonbugwan
starting from tomorrow"
1,13,341,00:26:56:12,00:26:58:12,and have them fix what has been damaged.
1,13,342,00:26:59:02,00:27:02:10,"As for now,
I should head back to punish our mage"
1,13,343,00:27:02:12,00:27:05:20,"for having deceived the royal family
and the people of Cheonbugwan."
1,13,344,00:27:06:18,00:27:08:08,"- Let us go.
- Nonsense."
1,13,345,00:27:08:22,00:27:12:08,Jang Uk will stay and get punished here.
1,13,346,00:27:17:11,00:27:19:09,I also think that is…
1,13,347,00:27:20:06,00:27:22:05,"My goodness, Your Royal Highness."
1,13,348,00:27:22:22,00:27:24:18,Please help my young master.
1,13,349,00:27:25:05,00:27:27:13,Do not let him get taken to Songrim.
1,13,350,00:27:30:01,00:27:33:23,"If he gets taken there,
he might get flogged to death."
1,13,351,00:27:36:04,00:27:37:17,"Last time,"
1,13,352,00:27:37:19,00:27:40:00,he got flogged 100 times in Songrim.
1,13,353,00:27:40:15,00:27:42:17,"This time, it will only be worse."
1,13,354,00:27:42:19,00:27:45:00,Please do not let that happen.
1,13,355,00:27:46:22,00:27:48:06,"Mu-deok, that is enough."
1,13,356,00:27:50:03,00:27:53:09,"What I did was wrong.
It is only right for me to get punished."
1,13,357,00:27:56:22,00:27:59:04,"I failed to show courtesy
to His Royal Highness."
1,13,358,00:28:01:15,00:28:03:10,I have no right to ask for mercy.
1,13,359,00:28:03:12,00:28:07:11,"Then are you going to let them
drag you away and kill you?"
1,13,360,00:28:08:01,00:28:10:09,"If that is what the leader wants,
then yes."
1,13,361,00:28:13:03,00:28:14:06,"Oh, goodness."
1,13,362,00:28:19:23,00:28:21:13,You can take me.
1,13,363,00:28:23:20,00:28:25:14,"My goodness, Young Master!"
1,13,364,00:28:25:16,00:28:27:10,But you will die!
1,13,365,00:28:27:22,00:28:32:02,"Goodness, you will die if you go back!"
1,13,366,00:28:34:14,00:28:39:04,I will punish him adequately.
1,13,367,00:28:43:06,00:28:45:01,Hey. You there.
1,13,368,00:28:49:11,00:28:51:13,Uk will be punished severely.
1,13,369,00:28:51:15,00:28:53:09,So just forget about what happened.
1,13,370,00:28:54:06,00:28:55:20,How ridiculous.
1,13,371,00:28:55:22,00:28:57:01,"But then again,"
1,13,372,00:28:57:12,00:29:00:02,"the honey biscuit story
was absurd to begin with."
