season,episode,number_line,timecode_in,timecode_out,text
1,14,362,00:27:07:06,00:27:09:05,She needs to want it as well.
1,14,363,00:27:09:07,00:27:10:24,She has been in love
1,14,364,00:27:11:24,00:27:15:19,"with a certain individual
for all these years."
1,14,365,00:27:17:05,00:27:18:09,Jin.
1,14,366,00:27:18:11,00:27:24:10,"Do you really think
she is still in love with Jang Gang?"
1,14,367,00:27:26:08,00:27:28:18,I know her the best.
1,14,368,00:27:29:07,00:27:32:07,So please do not assume things.
1,14,369,00:27:34:07,00:27:36:18,Goodness.
1,14,370,00:27:36:20,00:27:38:21,You call others slow-witted
1,14,371,00:27:38:23,00:27:41:10,when you are the slow one.
1,14,372,00:27:41:12,00:27:42:21,You know nothing!
1,14,373,00:27:43:11,00:27:46:07,"It has been ages
since she stopped loving Jang Gang."
1,14,374,00:28:10:24,00:28:12:05,He was here
1,14,375,00:28:13:21,00:28:15:03,last time as well.
1,14,376,00:28:19:24,00:28:22:01,It is freshly-made quince tea.
1,14,377,00:28:22:03,00:28:23:05,It is fragrant.
1,14,378,00:28:24:21,00:28:27:18,"Is it not good to keep
withered flowers at home."
1,14,379,00:28:27:20,00:28:30:02,"It is not easy to find flowers
since it is colder now."
1,14,380,00:28:30:19,00:28:32:17,"But I should listen to you
and throw them out."
1,14,381,00:28:34:01,00:28:35:17,I liked how the flowers
1,14,382,00:28:35:19,00:28:37:16,kept me company.
1,14,383,00:28:51:24,00:28:55:00,"I completely forgot about the cups
and only brought the kettle."
1,14,384,00:29:01:15,00:29:03:15,How did they come back to life?
1,14,385,00:29:04:19,00:29:06:14,Was it Master Lee?
1,14,386,00:29:08:13,00:29:09:09,How beautiful.
1,14,387,00:29:26:19,00:29:28:00,He must have been
1,14,388,00:29:28:24,00:29:31:05,the one who gave her
1,14,389,00:29:32:21,00:29:34:11,those wildflowers too.
1,14,390,00:29:43:01,00:29:45:14,You are truly kind and warmhearted.
1,14,391,00:29:46:11,00:29:47:15,Am I?
1,14,392,00:29:48:07,00:29:50:19,"Feel free to stay here
as long as you want."
1,14,393,00:29:50:21,00:29:52:15,I will cater to you as best as I can.
1,14,394,00:29:54:08,00:29:55:10,Thank you.
1,14,395,00:29:58:15,00:30:01:03,Was she Jang Gang's wife?
1,14,396,00:30:03:11,00:30:06:15,"Yes. She is very beautiful, is she not?"
1,14,397,00:30:06:18,00:30:10:09,"She must be the woman Jin
was head over heels with as Yeom said."
1,14,398,00:30:13:24,00:30:19:00,"She has not withered away
and is still just as beautiful."
